24-02-2014 11:29:15.824;-1;DESCRIBE
24-02-2014 11:29:31.842;27;TRANSLATE
24-02-2014 11:29:33.279;27;LISTEN
24-02-2014 11:29:34.995;-1;LISTEN
24-02-2014 11:29:37.050;27;LISTEN
24-02-2014 11:29:41.520;11;DESCRIBE
24-02-2014 11:29:49.769;27;DESCRIBE
24-02-2014 11:30:12.285;11;TRANSLATE
24-02-2014 11:30:14.200;11;TRANSLATE
24-02-2014 11:30:15.079;11;LISTEN
24-02-2014 11:30:17.386;11;LISTEN
24-02-2014 11:30:19.327;11;LISTEN
24-02-2014 11:30:21.335;11;LISTEN
24-02-2014 11:30:36.826;-1;DESCRIBE
24-02-2014 11:30:51.514;-1;DESCRIBE
24-02-2014 11:30:57.335;20;LISTEN
24-02-2014 11:30:58.977;20;TRANSLATE
24-02-2014 11:31:01.209;20;LISTEN
24-02-2014 11:31:16.328;20;LISTEN
24-02-2014 11:31:17.240;20;LISTEN
24-02-2014 11:31:18.103;20;LISTEN
24-02-2014 11:31:25.703;0;LISTEN
24-02-2014 11:31:27.009;0;TRANSLATE
24-02-2014 11:31:27.217;0;TRANSLATE
24-02-2014 11:31:28.138;0;TRANSLATE
24-02-2014 11:31:29.010;0;LISTEN
24-02-2014 11:31:30.943;0;DESCRIBE
24-02-2014 11:31:35.794;0;LISTEN
24-02-2014 11:31:42.025;1;LISTEN
24-02-2014 11:31:43.435;1;TRANSLATE
24-02-2014 11:31:47.061;1;DESCRIBE
24-02-2014 11:31:51.810;1;LISTEN
24-02-2014 11:32:05.715;2;LISTEN
24-02-2014 11:32:07.316;2;TRANSLATE
24-02-2014 11:32:09.826;2;LISTEN
24-02-2014 11:32:11.620;2;DESCRIBE
24-02-2014 11:32:26.537;2;LISTEN
24-02-2014 11:32:28.272;2;LISTEN
24-02-2014 11:32:31.242;1;LISTEN
24-02-2014 11:32:46.375;11;LISTEN
24-02-2014 11:32:48.061;11;LISTEN
24-02-2014 11:32:54.401;20;LISTEN
24-02-2014 11:33:23.334;5;LISTEN
24-02-2014 11:33:25.002;5;TRANSLATE
24-02-2014 11:33:25.871;5;LISTEN
24-02-2014 11:33:29.207;5;DESCRIBE
24-02-2014 11:33:33.018;5;LISTEN
24-02-2014 11:33:43.198;5;LISTEN
24-02-2014 11:33:44.463;5;LISTEN
24-02-2014 11:33:45.593;5;LISTEN
24-02-2014 11:33:46.461;-1;LISTEN
24-02-2014 11:33:46.733;-1;LISTEN
24-02-2014 11:33:46.895;-1;LISTEN
24-02-2014 11:33:47.124;-1;LISTEN
24-02-2014 11:33:47.359;-1;LISTEN
24-02-2014 11:33:47.870;-1;LISTEN
24-02-2014 11:34:13.867;1;LISTEN
24-02-2014 11:34:26.639;2;LISTEN
24-02-2014 11:34:50.666;5;LISTEN
24-02-2014 11:35:18.474;6;LISTEN
24-02-2014 11:35:20.573;6;LISTEN
24-02-2014 11:35:21.954;6;TRANSLATE
24-02-2014 11:35:23.211;6;LISTEN
24-02-2014 11:36:58.638;6;LISTEN
24-02-2014 11:37:07.225;26;LISTEN
24-02-2014 11:37:08.820;26;LISTEN
24-02-2014 11:37:09.789;26;TRANSLATE
24-02-2014 11:37:11.424;26;LISTEN
24-02-2014 11:37:13.024;26;LISTEN
24-02-2014 11:37:25.639;26;LISTEN
24-02-2014 11:37:43.104;26;LISTEN
24-02-2014 11:37:44.105;26;LISTEN
24-02-2014 11:37:48.258;-1;LISTEN
24-02-2014 11:37:50.268;-1;LISTEN
24-02-2014 11:37:51.144;-1;LISTEN
24-02-2014 11:37:52.770;26;LISTEN
24-02-2014 11:37:53.572;26;TRANSLATE
24-02-2014 11:37:54.474;26;LISTEN
24-02-2014 11:37:59.716;14;LISTEN
24-02-2014 11:38:02.048;14;TRANSLATE
24-02-2014 11:38:07.031;14;LISTEN
24-02-2014 11:38:16.338;14;LISTEN
24-02-2014 11:38:26.341;25;LISTEN
24-02-2014 11:38:28.015;25;TRANSLATE
24-02-2014 11:38:32.821;3;LISTEN
24-02-2014 11:38:34.260;3;TRANSLATE
24-02-2014 11:38:44.828;25;LISTEN
24-02-2014 11:38:45.668;25;LISTEN
24-02-2014 11:38:46.340;25;LISTEN
24-02-2014 11:38:55.775;25;LISTEN
24-02-2014 11:38:58.915;17;LISTEN
24-02-2014 11:39:00.188;17;TRANSLATE
24-02-2014 11:39:03.646;17;LISTEN
24-02-2014 11:39:14.674;17;DESCRIBE
24-02-2014 11:39:31.623;25;LISTEN
24-02-2014 11:39:32.921;25;LISTEN
24-02-2014 11:39:34.118;25;LISTEN
24-02-2014 11:39:35.753;25;LISTEN
24-02-2014 11:39:39.757;25;LISTEN
24-02-2014 11:39:44.000;25;LISTEN
24-02-2014 11:39:44.063;25;LISTEN
24-02-2014 11:39:50.548;17;LISTEN
24-02-2014 11:40:03.851;21;LISTEN
24-02-2014 11:40:06.024;21;TRANSLATE
24-02-2014 11:40:07.277;21;LISTEN
24-02-2014 11:40:10.945;17;LISTEN
24-02-2014 11:40:43.730;16;TRANSLATE
24-02-2014 11:40:44.771;16;LISTEN
24-02-2014 11:40:46.484;16;LISTEN
24-02-2014 11:40:52.671;23;TRANSLATE
24-02-2014 11:40:53.508;23;LISTEN
24-02-2014 11:41:03.350;23;TRANSLATE
24-02-2014 11:41:04.125;23;LISTEN
24-02-2014 11:41:37.222;26;TRANSLATE
24-02-2014 11:41:37.789;26;LISTEN
24-02-2014 11:41:54.653;4;LISTEN
24-02-2014 11:41:56.116;4;TRANSLATE
