28-02-2014 17:12:12.962;0;tubig;LISTEN
28-02-2014 17:12:14.308;0;tubig;LISTEN
28-02-2014 17:12:16.512;0;tubig;LISTEN
28-02-2014 17:12:17.632;0;tubig;LISTEN
28-02-2014 17:12:18.589;0;tubig;NEXT
28-02-2014 17:12:19.326;1;baso;LISTEN
28-02-2014 17:12:20.269;1;baso;LISTEN
28-02-2014 17:12:21.167;1;baso;LISTEN
28-02-2014 17:12:22.096;1;baso;LISTEN
28-02-2014 17:12:22.927;1;baso;LISTEN
28-02-2014 17:12:23.532;1;baso;NEXT
28-02-2014 17:12:24.300;2;oras;LISTEN
28-02-2014 17:12:25.356;2;oras;LISTEN
28-02-2014 17:12:26.236;2;oras;LISTEN
28-02-2014 17:12:27.137;2;oras;NEXT
28-02-2014 17:12:27.855;3;ihain;LISTEN
28-02-2014 17:12:28.926;3;ihain;LISTEN
28-02-2014 17:12:29.756;3;ihain;LISTEN
28-02-2014 17:12:30.587;3;ihain;NEXT
28-02-2014 17:12:31.353;4;pagkain;LISTEN
28-02-2014 17:12:32.605;4;pagkain;LISTEN
28-02-2014 17:12:33.676;4;pagkain;DESCRIBE
28-02-2014 17:12:34.573;4;pagkain;LISTEN
28-02-2014 17:12:35.689;4;pagkain;LISTEN
28-02-2014 17:12:36.588;4;pagkain;NEXT
28-02-2014 17:12:37.352;5;pindutin;LISTEN
28-02-2014 17:12:38.409;5;pindutin;LISTEN
28-02-2014 17:12:39.501;5;pindutin;LISTEN
28-02-2014 17:12:40.379;5;pindutin;LISTEN
28-02-2014 17:12:40.585;5;pindutin;DESCRIBE
28-02-2014 17:12:41.368;5;pindutin;NEXT
28-02-2014 17:12:41.980;6;magbayad;LISTEN
28-02-2014 17:12:42.886;6;magbayad;LISTEN
28-02-2014 17:12:43.416;6;magbayad;DESCRIBE
28-02-2014 17:12:43.896;6;magbayad;LISTEN
28-02-2014 17:12:44.518;6;magbayad;NEXT
